nodelist: [0, 1]
linklist: [0]
eva_distance :0.0
eva_height :0.0

0    5.0 1
1    5.0 1
2    5.0 1
3    5.0 1
4    5.0 1
5    5.0 1
6    5.0 1
7    5.0 1
8    5.0 1
9    5.0 1
10   5.0 1
11   5.0 1
12   5.0 1
13   5.0 1
14   5.0 1
15   5.0 1
16   5.0 1
17   5.0 1
18   5.0 1
19   5.0 1
20   5.0 1
21   5.0 1
22   5.0 1
23   5.0 1
24   5.0 1
25   5.0 1
26   5.0 1
27   5.0 1
28   5.0 1
29   5.0 1
30   5.0 1
31   5.0 1
32   5.0 1
33   5.0 1
34   5.0 1
35   5.0 1
36   5.0 1
37   5.0 1
38   5.0 1
39   5.0 1
40   5.0 1
41   5.0 1
42   5.0 1
43   5.0 1
44   5.0 1
45   5.0 1
46   5.0 1
47   5.0 1
48   5.0 1
49   5.0 1
50   5.0 1
51   5.0 1
52   5.0 1
53   5.0 1
54   5.0 1
55   5.0 1
56   5.0 1
57   5.0 1
58   5.0 1
59   5.0 1
60   5.0 1
61   5.0 1
62   5.0 1
63   5.0 1
64   5.0 1
65   5.0 1
66   5.0 1
67   5.0 1
68   5.0 1
69   5.0 1
70   5.0 1
71   5.0 1
72   5.0 1
73   5.0 1
74   5.0 1
75   5.0 1
76   5.0 1
77   5.0 1
78   5.0 1
79   5.0 1
80   5.0 1
81   5.0 1
82   5.0 1
83   5.0 1
84   5.0 1
85   5.0 1
86   5.0 1
87   5.0 1
88   5.0 1
89   5.0 1
90   5.0 1
91   5.0 1
92   5.0 1
93   5.0 1
94   5.0 1
95   5.0 1
96   5.0 1
97   5.0 1
98   5.0 1
99   5.0 1
100  5.0 1
101  5.0 1
102  5.0 1
103  5.0 1
104  5.0 1
105  5.0 1
106  5.0 1
107  5.0 1
108  5.0 1
109  5.0 1
110  5.0 1
111  5.0 1
112  5.0 1
113  5.0 1
114  5.0 1
115  5.0 1
116  5.0 1
117  5.0 1
118  5.0 1
119  5.0 1
120  5.0 1
121  5.0 1
122  5.0 1
123  5.0 1
124  5.0 1
125  5.0 1
126  5.0 1
127  5.0 1
128  5.0 1
129  5.0 1
130  5.0 1
131  5.0 1
132  5.0 1
133  5.0 1
134  5.0 1
135  5.0 1
136  5.0 1
137  5.0 1
138  5.0 1
139  5.0 1
140  5.0 1
141  5.0 1
142  5.0 1
143  5.0 1
144  5.0 1
145  5.0 1
146  5.0 1
147  5.0 1
148  5.0 1
149  5.0 1
150  5.0 1
151  5.0 1
152  5.0 1
153  5.0 1
154  5.0 1
155  5.0 1
156  5.0 1
157  5.0 1
158  5.0 1
159  5.0 1
160  5.0 1
161  5.0 1
162  5.0 1
163  5.0 1
164  5.0 1
165  5.0 1
166  5.0 1
167  5.0 1
168  5.0 1
169  5.0 1
170  5.0 1
171  5.0 1
172  5.0 1
173  5.0 1
174  5.0 1
175  5.0 1
176  5.0 1
177  5.0 1
178  5.0 1
179  5.0 1
180  5.0 1
181  5.0 1
182  5.0 1
183  5.0 1
184  5.0 1
185  5.0 1
186  5.0 1
187  5.0 1
188  5.0 1
189  5.0 1
190  5.0 1
191  5.0 1
192  5.0 1
193  5.0 1
194  5.0 1
195  5.0 1
196  5.0 1
197  5.0 1
198  5.0 1
199  5.0 1
200  5.0 1
0    5.5 1
1    5.5 1
2    5.5 1
3    5.5 1
4    5.5 1
5    5.5 1
6    5.5 1
7    5.5 1
8    5.5 1
9    5.5 1
10   5.5 1
11   5.5 1
12   5.5 1
13   5.5 1
14   5.5 1
15   5.5 1
16   5.5 1
17   5.5 1
18   5.5 1
19   5.5 1
20   5.5 1
21   5.5 1
22   5.5 1
23   5.5 1
24   5.5 1
25   5.5 1
26   5.5 1
27   5.5 1
28   5.5 1
29   5.5 1
30   5.5 1
31   5.5 1
32   5.5 1
33   5.5 1
34   5.5 1
35   5.5 1
36   5.5 1
37   5.5 1
38   5.5 1
39   5.5 1
40   5.5 1
41   5.5 1
42   5.5 1
43   5.5 1
44   5.5 1
45   5.5 1
46   5.5 1
47   5.5 1
48   5.5 1
49   5.5 1
50   5.5 1
51   5.5 1
52   5.5 1
53   5.5 1
54   5.5 1
55   5.5 1
56   5.5 1
57   5.5 1
58   5.5 1
59   5.5 1
60   5.5 1
61   5.5 1
62   5.5 1
63   5.5 1
64   5.5 1
65   5.5 1
66   5.5 1
67   5.5 1
68   5.5 1
69   5.5 1
70   5.5 1
71   5.5 1
72   5.5 1
73   5.5 1
74   5.5 1
75   5.5 1
76   5.5 1
77   5.5 1
78   5.5 1
79   5.5 1
80   5.5 1
81   5.5 1
82   5.5 1
83   5.5 1
84   5.5 1
85   5.5 1
86   5.5 1
87   5.5 1
88   5.5 1
89   5.5 1
90   5.5 1
91   5.5 1
92   5.5 1
93   5.5 1
94   5.5 1
95   5.5 1
96   5.5 1
97   5.5 1
98   5.5 1
99   5.5 1
100  5.5 1
101  5.5 1
102  5.5 1
103  5.5 1
104  5.5 1
105  5.5 1
106  5.5 1
107  5.5 1
108  5.5 1
109  5.5 1
110  5.5 1
111  5.5 1
112  5.5 1
113  5.5 1
114  5.5 1
115  5.5 1
116  5.5 1
117  5.5 1
118  5.5 1
119  5.5 1
120  5.5 1
121  5.5 1
122  5.5 1
123  5.5 1
124  5.5 1
125  5.5 1
126  5.5 1
127  5.5 1
128  5.5 1
129  5.5 1
130  5.5 1
131  5.5 1
132  5.5 1
133  5.5 1
134  5.5 1
135  5.5 1
136  5.5 1
137  5.5 1
138  5.5 1
139  5.5 1
140  5.5 1
141  5.5 1
142  5.5 1
143  5.5 1
144  5.5 1
145  5.5 1
146  5.5 1
147  5.5 1
148  5.5 1
149  5.5 1
150  5.5 1
151  5.5 1
152  5.5 1
153  5.5 1
154  5.5 1
155  5.5 1
156  5.5 1
157  5.5 1
158  5.5 1
159  5.5 1
160  5.5 1
161  5.5 1
162  5.5 1
163  5.5 1
164  5.5 1
165  5.5 1
166  5.5 1
167  5.5 1
168  5.5 1
169  5.5 1
170  5.5 1
171  5.5 1
172  5.5 1
173  5.5 1
174  5.5 1
175  5.5 1
176  5.5 1
177  5.5 1
178  5.5 1
179  5.5 1
180  5.5 1
181  5.5 1
182  5.5 1
183  5.5 1
184  5.5 1
185  5.5 1
186  5.5 1
187  5.5 1
188  5.5 1
189  5.5 1
190  5.5 1
191  5.5 1
192  5.5 1
193  5.5 1
194  5.5 1
195  5.5 1
196  5.5 1
197  5.5 1
198  5.5 1
199  5.5 1
200  5.5 1
0    6.0 1
1    6.0 1
2    6.0 1
3    6.0 1
4    6.0 1
5    6.0 1
6    6.0 1
7    6.0 1
8    6.0 1
9    6.0 1
10   6.0 1
11   6.0 1
12   6.0 1
13   6.0 1
14   6.0 1
15   6.0 1
16   6.0 1
17   6.0 1
18   6.0 1
19   6.0 1
20   6.0 1
21   6.0 1
22   6.0 1
23   6.0 1
24   6.0 1
25   6.0 1
26   6.0 1
27   6.0 1
28   6.0 1
29   6.0 1
30   6.0 1
31   6.0 1
32   6.0 1
33   6.0 1
34   6.0 1
35   6.0 1
36   6.0 1
37   6.0 1
38   6.0 1
39   6.0 1
40   6.0 1
41   6.0 1
42   6.0 1
43   6.0 1
44   6.0 1
45   6.0 1
46   6.0 1
47   6.0 1
48   6.0 1
49   6.0 1
50   6.0 1
51   6.0 1
52   6.0 1
53   6.0 1
54   6.0 1
55   6.0 1
56   6.0 1
57   6.0 1
58   6.0 1
59   6.0 1
60   6.0 1
61   6.0 1
62   6.0 1
63   6.0 1
64   6.0 1
65   6.0 1
66   6.0 1
67   6.0 1
68   6.0 1
69   6.0 1
70   6.0 1
71   6.0 1
72   6.0 1
73   6.0 1
74   6.0 1
75   6.0 1
76   6.0 1
77   6.0 1
78   6.0 1
79   6.0 1
80   6.0 1
81   6.0 1
82   6.0 1
83   6.0 1
84   6.0 1
85   6.0 1
86   6.0 1
87   6.0 1
88   6.0 1
89   6.0 1
90   6.0 1
91   6.0 1
92   6.0 1
93   6.0 1
94   6.0 1
95   6.0 1
96   6.0 1
97   6.0 1
98   6.0 1
99   6.0 1
100  6.0 1
101  6.0 1
102  6.0 1
103  6.0 1
104  6.0 1
105  6.0 1
106  6.0 1
107  6.0 1
108  6.0 1
109  6.0 1
110  6.0 1
111  6.0 1
112  6.0 1
113  6.0 1
114  6.0 1
115  6.0 1
116  6.0 1
117  6.0 1
118  6.0 1
119  6.0 1
120  6.0 1
121  6.0 1
122  6.0 1
123  6.0 1
124  6.0 1
125  6.0 1
126  6.0 1
127  6.0 1
128  6.0 1
129  6.0 1
130  6.0 1
131  6.0 1
132  6.0 1
133  6.0 1
134  6.0 1
135  6.0 1
136  6.0 1
137  6.0 1
138  6.0 1
139  6.0 1
140  6.0 1
141  6.0 1
142  6.0 1
143  6.0 1
144  6.0 1
145  6.0 1
146  6.0 1
147  6.0 1
148  6.0 1
149  6.0 1
150  6.0 1
151  6.0 1
152  6.0 1
153  6.0 1
154  6.0 1
155  6.0 1
156  6.0 1
157  6.0 1
158  6.0 1
159  6.0 1
160  6.0 1
161  6.0 1
162  6.0 1
163  6.0 1
164  6.0 1
165  6.0 1
166  6.0 1
167  6.0 1
168  6.0 1
169  6.0 1
170  6.0 1
171  6.0 1
172  6.0 1
173  6.0 1
174  6.0 1
175  6.0 1
176  6.0 1
177  6.0 1
178  6.0 1
179  6.0 1
180  6.0 1
181  6.0 1
182  6.0 1
183  6.0 1
184  6.0 1
185  6.0 1
186  6.0 1
187  6.0 1
188  6.0 1
189  6.0 1
190  6.0 1
191  6.0 1
192  6.0 1
193  6.0 1
194  6.0 1
195  6.0 1
196  6.0 1
197  6.0 1
198  6.0 1
199  6.0 1
200  6.0 1
0    6.5 1
1    6.5 1
2    6.5 1
3    6.5 1
4    6.5 1
5    6.5 1
6    6.5 1
7    6.5 1
8    6.5 1
9    6.5 1
10   6.5 1
11   6.5 1
12   6.5 1
13   6.5 1
14   6.5 1
15   6.5 1
16   6.5 1
17   6.5 1
18   6.5 1
19   6.5 1
20   6.5 1
21   6.5 1
22   6.5 1
23   6.5 1
24   6.5 1
25   6.5 1
26   6.5 1
27   6.5 1
28   6.5 1
29   6.5 1
30   6.5 1
31   6.5 1
32   6.5 1
33   6.5 1
34   6.5 1
35   6.5 1
36   6.5 1
37   6.5 1
38   6.5 1
39   6.5 1
40   6.5 1
41   6.5 1
42   6.5 1
43   6.5 1
44   6.5 1
45   6.5 1
46   6.5 1
47   6.5 1
48   6.5 1
49   6.5 1
50   6.5 1
51   6.5 1
52   6.5 1
53   6.5 1
54   6.5 1
55   6.5 1
56   6.5 1
57   6.5 1
58   6.5 1
59   6.5 1
60   6.5 1
61   6.5 1
62   6.5 1
63   6.5 1
64   6.5 1
65   6.5 1
66   6.5 1
67   6.5 1
68   6.5 1
69   6.5 1
70   6.5 1
71   6.5 1
72   6.5 1
73   6.5 1
74   6.5 1
75   6.5 1
76   6.5 1
77   6.5 1
78   6.5 1
79   6.5 1
80   6.5 1
81   6.5 1
82   6.5 1
83   6.5 1
84   6.5 1
85   6.5 1
86   6.5 1
87   6.5 1
88   6.5 1
89   6.5 1
90   6.5 1
91   6.5 1
92   6.5 1
93   6.5 1
94   6.5 1
95   6.5 1
96   6.5 1
97   6.5 1
98   6.5 1
99   6.5 1
100  6.5 1
101  6.5 1
102  6.5 1
103  6.5 1
104  6.5 1
105  6.5 1
106  6.5 1
107  6.5 1
108  6.5 1
109  6.5 1
110  6.5 1
111  6.5 1
112  6.5 1
113  6.5 1
114  6.5 1
115  6.5 1
116  6.5 1
117  6.5 1
118  6.5 1
119  6.5 1
120  6.5 1
121  6.5 1
122  6.5 1
123  6.5 1
124  6.5 1
125  6.5 1
126  6.5 1
127  6.5 1
128  6.5 1
129  6.5 1
130  6.5 1
131  6.5 1
132  6.5 1
133  6.5 1
134  6.5 1
135  6.5 1
136  6.5 1
137  6.5 1
138  6.5 1
139  6.5 1
140  6.5 1
141  6.5 1
142  6.5 1
143  6.5 1
144  6.5 1
145  6.5 1
146  6.5 1
147  6.5 1
148  6.5 1
149  6.5 1
150  6.5 1
151  6.5 1
152  6.5 1
153  6.5 1
154  6.5 1
155  6.5 1
156  6.5 1
157  6.5 1
158  6.5 1
159  6.5 1
160  6.5 1
161  6.5 1
162  6.5 1
163  6.5 1
164  6.5 1
165  6.5 1
166  6.5 1
167  6.5 1
168  6.5 1
169  6.5 1
170  6.5 1
171  6.5 1
172  6.5 1
173  6.5 1
174  6.5 1
175  6.5 1
176  6.5 1
177  6.5 1
178  6.5 1
179  6.5 1
180  6.5 1
181  6.5 1
182  6.5 1
183  6.5 1
184  6.5 1
185  6.5 1
186  6.5 1
187  6.5 1
188  6.5 1
189  6.5 1
190  6.5 1
191  6.5 1
192  6.5 1
193  6.5 1
194  6.5 1
195  6.5 1
196  6.5 1
197  6.5 1
198  6.5 1
199  6.5 1
200  6.5 1
0    7.0 1
1    7.0 1
2    7.0 1
3    7.0 1
4    7.0 1
5    7.0 1
6    7.0 1
7    7.0 1
8    7.0 1
9    7.0 1
10   7.0 1
11   7.0 1
12   7.0 1
13   7.0 1
14   7.0 1
15   7.0 1
16   7.0 1
17   7.0 1
18   7.0 1
19   7.0 1
20   7.0 1
21   7.0 1
22   7.0 1
23   7.0 1
24   7.0 1
25   7.0 1
26   7.0 1
27   7.0 1
28   7.0 1
29   7.0 1
30   7.0 1
31   7.0 1
32   7.0 1
33   7.0 1
34   7.0 1
35   7.0 1
36   7.0 1
37   7.0 1
38   7.0 1
39   7.0 1
40   7.0 1
41   7.0 1
42   7.0 1
43   7.0 1
44   7.0 1
45   7.0 1
46   7.0 1
47   7.0 1
48   7.0 1
49   7.0 1
50   7.0 1
51   7.0 1
52   7.0 1
53   7.0 1
54   7.0 1
55   7.0 1
56   7.0 1
57   7.0 1
58   7.0 1
59   7.0 1
60   7.0 1
61   7.0 1
62   7.0 1
63   7.0 1
64   7.0 1
65   7.0 1
66   7.0 1
67   7.0 1
68   7.0 1
69   7.0 1
70   7.0 1
71   7.0 1
72   7.0 1
73   7.0 1
74   7.0 1
75   7.0 1
76   7.0 1
77   7.0 1
78   7.0 1
79   7.0 1
80   7.0 1
81   7.0 1
82   7.0 1
83   7.0 1
84   7.0 1
85   7.0 1
86   7.0 1
87   7.0 1
88   7.0 1
89   7.0 1
90   7.0 1
91   7.0 1
92   7.0 1
93   7.0 1
94   7.0 1
95   7.0 1
96   7.0 1
97   7.0 1
98   7.0 1
99   7.0 1
100  7.0 1
101  7.0 1
102  7.0 1
103  7.0 1
104  7.0 1
105  7.0 1
106  7.0 1
107  7.0 1
108  7.0 1
109  7.0 1
110  7.0 1
111  7.0 1
112  7.0 1
113  7.0 1
114  7.0 1
115  7.0 1
116  7.0 1
117  7.0 1
118  7.0 1
119  7.0 1
120  7.0 1
121  7.0 1
122  7.0 1
123  7.0 1
124  7.0 1
125  7.0 1
126  7.0 1
127  7.0 1
128  7.0 1
129  7.0 1
130  7.0 1
131  7.0 1
132  7.0 1
133  7.0 1
134  7.0 1
135  7.0 1
136  7.0 1
137  7.0 1
138  7.0 1
139  7.0 1
140  7.0 1
141  7.0 1
142  7.0 1
143  7.0 1
144  7.0 1
145  7.0 1
146  7.0 1
147  7.0 1
148  7.0 1
149  7.0 1
150  7.0 1
151  7.0 1
152  7.0 1
153  7.0 1
154  7.0 1
155  7.0 1
156  7.0 1
157  7.0 1
158  7.0 1
159  7.0 1
160  7.0 1
161  7.0 1
162  7.0 1
163  7.0 1
164  7.0 1
165  7.0 1
166  7.0 1
167  7.0 1
168  7.0 1
169  7.0 1
170  7.0 1
171  7.0 1
172  7.0 1
173  7.0 1
174  7.0 1
175  7.0 1
176  7.0 1
177  7.0 1
178  7.0 1
179  7.0 1
180  7.0 1
181  7.0 1
182  7.0 1
183  7.0 1
184  7.0 1
185  7.0 1
186  7.0 1
187  7.0 1
188  7.0 1
189  7.0 1
190  7.0 1
191  7.0 1
192  7.0 1
193  7.0 1
194  7.0 1
195  7.0 1
196  7.0 1
197  7.0 1
198  7.0 1
199  7.0 1
200  7.0 1
0    7.5 1
1    7.5 1
2    7.5 1
3    7.5 1
4    7.5 1
5    7.5 1
6    7.5 1
7    7.5 1
8    7.5 1
9    7.5 1
10   7.5 1
11   7.5 1
12   7.5 1
13   7.5 1
14   7.5 1
15   7.5 1
16   7.5 1
17   7.5 1
18   7.5 1
19   7.5 1
20   7.5 1
21   7.5 1
22   7.5 1
23   7.5 1
24   7.5 1
25   7.5 1
26   7.5 1
27   7.5 1
28   7.5 1
29   7.5 1
30   7.5 1
31   7.5 1
32   7.5 1
33   7.5 1
34   7.5 1
35   7.5 1
36   7.5 1
37   7.5 1
38   7.5 1
39   7.5 1
40   7.5 1
41   7.5 1
42   7.5 1
43   7.5 1
44   7.5 1
45   7.5 1
46   7.5 1
47   7.5 1
48   7.5 1
49   7.5 1
50   7.5 1
51   7.5 1
52   7.5 1
53   7.5 1
54   7.5 1
55   7.5 1
56   7.5 1
57   7.5 1
58   7.5 1
59   7.5 1
60   7.5 1
61   7.5 1
62   7.5 1
63   7.5 1
64   7.5 1
65   7.5 1
66   7.5 1
67   7.5 1
68   7.5 1
69   7.5 1
70   7.5 1
71   7.5 1
72   7.5 1
73   7.5 1
74   7.5 1
75   7.5 1
76   7.5 1
77   7.5 1
78   7.5 1
79   7.5 1
80   7.5 1
81   7.5 1
82   7.5 1
83   7.5 1
84   7.5 1
85   7.5 1
86   7.5 1
87   7.5 1
88   7.5 1
89   7.5 1
90   7.5 1
91   7.5 1
92   7.5 1
93   7.5 1
94   7.5 1
95   7.5 1
96   7.5 1
97   7.5 1
98   7.5 1
99   7.5 1
100  7.5 1
101  7.5 1
102  7.5 1
103  7.5 1
104  7.5 1
